Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1956,535426130.0,60.0,RL,70.0,11606,Pave,,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5.0,5.0,1969.0,1969.0,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650.0,Unf,0.0,390.0,1040.0,GasA,TA,Y,SBrkr,1040.0,1040.0,0.0,2080.0,0.0,1.0,1.0,2.0,5.0,1.0,Fa,9.0,Typ,2.0,TA,Attchd,1969.0,Unf,2.0,504.0,TA,TA,Y,335.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2007.0,WD ,Family,135000
1055,528108150.0,20.0,RL,98.0,12704,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Hip,CompShg,VinylSd,VinylSd,Stone,302.0,Gd,TA,PConc,Ex,TA,No,GLQ,1012.0,Unf,0.0,570.0,1582.0,GasA,Ex,Y,SBrkr,1582.0,0.0,0.0,1582.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2007.0,Fin,3.0,905.0,TA,TA,Y,209.0,95.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,New,Partial,317500
1501,908201100.0,90.0,RL,65.0,6040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4.0,5.0,1955.0,1955.0,Gable,CompShg,AsbShng,Plywood,,0.0,TA,TA,PConc,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,FuseP,1152.0,0.0,0.0,1152.0,0.0,0.0,2.0,0.0,2.0,2.0,Fa,6.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD ,AdjLand,82000
3039,534429030.0,90.0,RL,70.0,9842,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4.0,5.0,1962.0,1962.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1224.0,0.0,0.0,1224.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,6.0,Typ,0.0,,CarPort,1962.0,Unf,2.0,462.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2007.0,WD ,Normal,101800
514,528441090.0,20.0,RL,85.0,11128,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,9.0,5.0,2005.0,2006.0,Hip,CompShg,VinylSd,VinylSd,Stone,198.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2158.0,Unf,0.0,300.0,2458.0,GasA,Ex,Y,SBrkr,2490.0,0.0,0.0,2490.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,9.0,Typ,2.0,Gd,Attchd,2005.0,Fin,3.0,795.0,TA,TA,Y,70.0,226.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,10.0,2009.0,WD ,Normal,468000
781,905228050.0,20.0,RL,,9000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2.0,2.0,1947.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Fa,N,SBrkr,660.0,0.0,0.0,660.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Min2,0.0,,,,,0.0,0.0,,,N,0.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD ,Normal,63900
1666,527403310.0,20.0,rl,63.0,9457,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1970.0,1990.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,566.0,Unf,0.0,359.0,925.0,GasA,TA,Y,SBrkr,1422.0,0.0,0.0,1422.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Min2,0.0,,Detchd,1988.0,Unf,2.0,576.0,TA,TA,Y,252.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,9.0,2007.0,WD ,Normal,155000
1076,528186160.0,120.0,RL,48.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8.0,5.0,2006.0,2007.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,846.0,Unf,0.0,496.0,1342.0,GasA,Ex,Y,SBrkr,1342.0,0.0,0.0,1342.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2007.0,Fin,2.0,550.0,TA,TA,Y,0.0,35.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD ,Normal,234250
378,527354100.0,80.0,RL,,14115,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7.0,5.0,1980.0,1980.0,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,0.0,336.0,1372.0,GasA,TA,Y,SBrkr,1472.0,0.0,0.0,1472.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,2.0,TA,Attchd,1980.0,Unf,2.0,588.0,TA,TA,Y,233.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD ,Normal,187500
1866,534127140.0,85.0,RL,,8723,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6.0,6.0,1969.0,1969.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,Av,BLQ,973.0,Unf,0.0,0.0,973.0,GasA,Ex,Y,SBrkr,1082.0,0.0,0.0,1082.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1969.0,Unf,2.0,480.0,TA,TA,Y,160.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2007.0,WD ,Normal,162500
968,916475040.0,20.0,RL,85.0,14601,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9.0,5.0,2006.0,2006.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1260.0,Unf,0.0,578.0,1838.0,GasA,Ex,Y,SBrkr,1838.0,0.0,0.0,1838.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2006.0,Fin,3.0,765.0,TA,TA,Y,270.0,68.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2009.0,WD ,Normal,315000
1541,909428170.0,20.0,RL,56.0,26073,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5.0,5.0,1956.0,1956.0,Gable,CompShg,BrkFace,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,Y,FuseA,1898.0,0.0,0.0,1898.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,2.0,TA,Attchd,1956.0,Unf,2.0,484.0,TA,TA,Y,0.0,51.0,224.0,0.0,0.0,0.0,,MnPrv,,0.0,4.0,2008.0,WD ,Normal,236500
102,533221110.0,160.0,FV,,2980,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159.0,Gd,TA,PConc,Gd,TA,No,GLQ,466.0,Unf,0.0,290.0,756.0,GasA,Ex,Y,SBrkr,756.0,756.0,0.0,1512.0,1.0,0.0,2.0,1.0,2.0,1.0,Gd,5.0,Typ,0.0,,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0.0,32.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD ,Normal,177000
2100,906378150.0,20.0,RL,93.0,10481,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2006.0,2007.0,Hip,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2140.0,2140.0,GasA,Ex,Y,SBrkr,2140.0,0.0,0.0,2140.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,,Attchd,2006.0,Fin,3.0,894.0,TA,TA,Y,136.0,32.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,New,Partial,360000
2861,909276070.0,50.0,RL,80.0,12400,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1940.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,Mn,BLQ,602.0,Unf,0.0,299.0,901.0,GasA,TA,Y,SBrkr,1125.0,592.0,0.0,1717.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1940.0,Unf,1.0,410.0,TA,TA,Y,0.0,0.0,0.0,0.0,113.0,0.0,,,,0.0,2.0,2006.0,WD ,Normal,194000
1429,906424010.0,80.0,RL,,11454,Pave,,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,770.0,Unf,0.0,631.0,1401.0,GasA,Ex,Y,SBrkr,1511.0,0.0,0.0,1511.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Fa,Attchd,1995.0,Fin,3.0,811.0,TA,TA,Y,168.0,42.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2008.0,WD ,Normal,225000
123,534403360.0,80.0,RL,,10600,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6.0,5.0,1964.0,1964.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,533.0,533.0,GasA,TA,Y,SBrkr,1131.0,644.0,0.0,1775.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,8.0,Typ,0.0,,Attchd,1964.0,Unf,2.0,480.0,TA,TA,Y,0.0,172.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,COD,Family,136300
1067,528172080.0,20.0,RL,92.0,10845,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,504.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1149.0,Unf,0.0,454.0,1603.0,GasA,Ex,Y,SBrkr,1575.0,0.0,0.0,1575.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2003.0,Fin,3.0,732.0,TA,TA,Y,216.0,28.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD ,Normal,284000
785,905377130.0,30.0,RL,,12342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1940.0,1950.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262.0,Unf,0.0,599.0,861.0,GasA,Ex,Y,SBrkr,861.0,0.0,0.0,861.0,0.0,0.0,1.0,0.0,1.0,1.0,TA,4.0,Typ,0.0,,Detchd,1961.0,Unf,2.0,539.0,TA,TA,Y,158.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2009.0,WD ,Normal,82500
135,535101020.0,85.0,RL,75.0,11380,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6.0,8.0,1966.0,2008.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,216.0,TA,TA,CBlock,TA,TA,Gd,GLQ,944.0,Unf,0.0,136.0,1080.0,GasA,Gd,Y,SBrkr,1128.0,0.0,0.0,1128.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Gd,Attchd,1966.0,Unf,1.0,315.0,TA,TA,Y,238.0,0.0,0.0,0.0,0.0,0.0,,,Shed,1500.0,1.0,2010.0,WD ,Normal,178000
1125,528478030.0,60.0,FV,75.0,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2003.0,2004.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1053.0,1053.0,GasA,Ex,Y,SBrkr,1053.0,939.0,0.0,1992.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,2003.0,RFn,2.0,648.0,TA,TA,Y,140.0,45.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD ,Normal,250000
2816,907420090.0,20.0,RL,65.0,8767,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,New,Partial,164990
754,903430070.0,90.0,RM,50.0,3000,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5.0,1.0,1922.0,1950.0,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,TA,N,SBrkr,1088.0,1040.0,0.0,2128.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,11.0,Sev,0.0,,,,,0.0,0.0,,,Y,0.0,56.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2009.0,WD ,Abnorml,62500
708,902204080.0,30.0,RM,62.0,7404,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4.0,6.0,1920.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,861.0,861.0,GasA,TA,Y,SBrkr,861.0,0.0,0.0,861.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Detchd,1920.0,Unf,2.0,288.0,TA,TA,N,0.0,0.0,128.0,0.0,0.0,0.0,,,,0.0,11.0,2009.0,Oth,Normal,80000
459,528180120.0,120.0,RL,44.0,7390,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9.0,5.0,2008.0,2009.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,308.0,Ex,TA,PConc,Ex,TA,No,GLQ,800.0,Unf,0.0,1084.0,1884.0,GasA,Ex,Y,SBrkr,1884.0,0.0,0.0,1884.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,2008.0,Fin,2.0,649.0,TA,TA,Y,231.0,90.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,New,Partial,320000
993,527105050.0,60.0,RL,72.0,8702,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,BLQ,706.0,Unf,0.0,220.0,926.0,GasA,Ex,Y,SBrkr,926.0,678.0,0.0,1604.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD ,Normal,187500
1554,910251050.0,20.0,A (agr),80.0,14584,Pave,,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1.0,5.0,1952.0,1952.0,Gable,CompShg,AsbShng,VinylSd,,0.0,Fa,Po,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Po,N,FuseA,733.0,0.0,0.0,733.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,4.0,Sal,0.0,,Attchd,1952.0,Unf,2.0,487.0,Fa,Po,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2008.0,WD ,Abnorml,13100
503,528385050.0,60.0,RL,79.0,9085,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,5.0,1995.0,1996.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,286.0,Gd,TA,PConc,Gd,TA,No,GLQ,816.0,Unf,0.0,254.0,1070.0,GasA,Ex,Y,SBrkr,1094.0,967.0,0.0,2061.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1995.0,Fin,2.0,647.0,TA,TA,Y,296.0,102.0,209.0,0.0,0.0,0.0,,,,0.0,11.0,2009.0,WD ,Normal,260000
1180,533250110.0,120.0,RL,22.0,11064,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8.0,5.0,1995.0,1995.0,Hip,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,560.0,GLQ,670.0,0.0,1230.0,GasA,Ex,Y,SBrkr,1239.0,0.0,0.0,1239.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,4.0,Typ,1.0,Fa,Attchd,1995.0,Fin,2.0,477.0,TA,TA,Y,172.0,24.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD ,Normal,217500
2164,907414070.0,20.0,RL,65.0,8769,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,709.0,Unf,0.0,460.0,1169.0,GasA,Ex,Y,SBrkr,1190.0,0.0,0.0,1190.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,,Attchd,2005.0,RFn,2.0,578.0,TA,TA,Y,100.0,41.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2007.0,WD ,Normal,173500
2557,534451130.0,30.0,RL,52.0,5825,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4.0,5.0,1926.0,1953.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Gd,Y,SBrkr,747.0,0.0,0.0,747.0,0.0,0.0,1.0,0.0,1.0,1.0,TA,5.0,Typ,0.0,,Detchd,1953.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,32.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD ,Normal,79900
53,528228285.0,120.0,RL,43.0,3203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145.0,0.0,0.0,1145.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,100.0,116.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2010.0,WD ,Normal,160000
2420,528228280.0,120.0,RL,43.0,3087,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,453.0,Unf,0.0,767.0,1220.0,GasA,Ex,Y,SBrkr,1364.0,0.0,0.0,1364.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,100.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2006.0,New,Partial,210250
197,903227150.0,50.0,RM,53.0,6360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5.0,6.0,1942.0,1950.0,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,LwQ,159.0,316.0,835.0,GasA,TA,Yes,FuseA,955.0,498.0,0.0,1453.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Min2,2.0,Fa,Detchd,1942.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,35.0,0.0,148.0,0.0,,,,0.0,3.0,2010.0,WD ,Normal,132000
403,527450280.0,160.0,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.0,5.0,1973.0,1973.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,BLQ,254.0,Unf,0.0,229.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0.0,987.0,1.0,0.0,1.0,1.0,2.0,1.0,TA,5.0,Typ,0.0,,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD ,Normal,111000
656,535375050.0,50.0,Rl,60.0,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1916.0,1987.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,808.0,704.0,144.0,1656.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Min2,0.0,,Detchd,1916.0,Unf,1.0,180.0,Fa,Fa,N,0.0,0.0,0.0,140.0,0.0,0.0,,MnPrv,,0.0,8.0,2009.0,WD ,Normal,135000
1847,533221100.0,160.0,FV,,2117,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436.0,Unf,0.0,320.0,756.0,GasA,Ex,Y,SBrkr,769.0,756.0,0.0,1525.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,5.0,Typ,1.0,TA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD ,Normal,177000
687,535454160.0,50.0,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6.0,7.0,1948.0,1994.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,TA,Y,SBrkr,1064.0,0.0,431.0,1495.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,180.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,COD,Abnorml,135000
1022,527302210.0,20.0,RL,85.0,14450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7.0,5.0,1979.0,1979.0,Hip,CompShg,Plywood,Plywood,BrkFace,194.0,Gd,TA,CBlock,Gd,Fa,No,ALQ,864.0,LwQ,449.0,469.0,1782.0,GasA,TA,Y,SBrkr,1782.0,0.0,0.0,1782.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1979.0,Fin,2.0,551.0,TA,TA,Y,467.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD ,Normal,220000
287,909100110.0,70.0,RL,66.0,6858,Pave,,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6.0,4.0,1915.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806.0,806.0,GasA,TA,N,FuseF,841.0,806.0,0.0,1647.0,1.0,0.0,1.0,1.0,4.0,1.0,Fa,6.0,Typ,0.0,,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0.0,66.0,136.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD ,Normal,128000
1561,911370490.0,120.0,RM,44.0,3843,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8.0,5.0,2007.0,2008.0,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,Ex,Y,SBrkr,1648.0,0.0,0.0,1648.0,1.0,1.0,2.0,0.0,2.0,1.0,Ex,5.0,Typ,1.0,Gd,Attchd,2007.0,Fin,2.0,525.0,TA,TA,Y,162.0,53.0,0.0,153.0,0.0,0.0,,,,0.0,8.0,2008.0,New,Partial,294464
